Date,Day,Month,Day_of_Week,Is_Weekend,Day_Type,Is_Festival,Store_ID,Store_Type,Location_Type,Item_Name,Category,Units_Stocked,Units_Sold,Units_Remaining,Unit_Price,Discount,Revenue,Demand_Level,Suggested_Next_Stock
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,23,13,10,44.73,0.0,581.49,Medium,19
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,40,29,11,142.81,0.0,4141.42,Medium,36
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,73,57,16,29.56,0.09,1533.61,Medium,67
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Snacks,Non-Perishable,37,29,8,75.76,0.0,2197.11,Medium,36
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Masala,Non-Perishable,34,16,18,65.89,0.0,1054.31,Low,22
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Sugar,Non-Perishable,29,23,6,43.09,0.0,991.01,Medium,30
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Salt,Non-Perishable,41,32,9,15.63,0.0,500.28,Medium,40
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Bread,Perishable,9,8,1,44.15,0.0,353.18,Medium,13
03-01-2025,3,1,4,0,Weekday,0,STORE_001,Small,Urban,Eggs,Perishable,7,4,3,32.49,0.0,129.94,Medium,9
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Milk,Perishable,7,5,2,23.82,0.0,119.09,Medium,10
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Curd,Perishable,18,12,6,53.3,0.0,639.65,Medium,18
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Paneer,Perishable,19,15,4,212.39,0.0,3185.81,Medium,21
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Rice,Non-Perishable,122,80,42,65.36,0.0,5228.45,Medium,93
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Toor Dal,Non-Perishable,93,92,1,106.96,0.0,9840.65,High,106
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Wheat Flour,Non-Perishable,73,54,19,28.03,0.0,1513.81,Medium,64
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Cooking Oil,Non-Perishable,65,44,21,147.37,0.0,6484.13,Medium,53
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Biscuits,Non-Perishable,113,98,15,24.93,0.073,2265.19,Medium,112
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Snacks,Non-Perishable,119,112,7,40.74,0.0,4563.08,High,128
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Masala,Non-Perishable,89,73,16,115.78,0.0,8452.13,Medium,85
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Sugar,Non-Perishable,59,53,6,58.45,0.0,3097.85,Medium,63
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Salt,Non-Perishable,110,70,40,22.36,0.0,1565.51,Medium,82
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Bread,Perishable,10,8,2,41.97,0.084,307.72,Medium,13
03-01-2025,3,1,4,0,Weekday,0,STORE_002,Medium,Semi-Urban,Eggs,Perishable,11,7,4,40.75,0.0,285.24,Medium,12
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Milk,Perishable,26,22,4,23.83,0.0,524.29,Medium,29
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Curd,Perishable,17,9,8,51.61,0.0,464.51,Medium,14
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Paneer,Perishable,20,13,7,215.15,0.0,2797.0,Medium,19
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Rice,Non-Perishable,78,75,3,58.21,0.0,4365.42,High,87
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Toor Dal,Non-Perishable,77,41,36,120.04,0.0,4921.56,Medium,50
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Wheat Flour,Non-Perishable,161,105,56,32.47,0.0,3408.95,Medium,120
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Cooking Oil,Non-Perishable,122,65,57,122.17,0.0,7940.9,Medium,76
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Biscuits,Non-Perishable,142,101,41,25.0,0.0,2524.79,Medium,116
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Snacks,Non-Perishable,140,84,56,69.81,0.0,5864.31,Medium,97
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Masala,Non-Perishable,62,56,6,41.04,0.071,2135.56,High,66
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Sugar,Non-Perishable,139,93,46,46.84,0.0,4355.78,Medium,107
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Salt,Non-Perishable,121,103,18,19.09,0.0,1966.69,Medium,118
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Bread,Perishable,34,21,13,44.62,0.0,937.08,Medium,28
03-01-2025,3,1,4,0,Weekday,0,STORE_003,Supermarket,Rural,Eggs,Perishable,13,11,2,40.83,0.0,449.16,Medium,17
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Milk,Perishable,5,4,1,25.54,0.141,87.71,Medium,9
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Curd,Perishable,2,2,0,53.03,0.0,106.06,High,7
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Paneer,Perishable,6,6,0,192.28,0.0,1153.66,High,11
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Rice,Non-Perishable,27,17,10,56.65,0.0,963.07,Medium,23
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,43,39,4,135.95,0.0,5302.14,High,47
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,19,19,0,39.65,0.0,753.38,High,25
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,18,17,1,146.74,0.0,2494.57,High,23
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,38,34,4,22.21,0.0,755.14,Medium,42
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Snacks,Non-Perishable,35,35,0,41.66,0.142,1251.39,High,43
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Masala,Non-Perishable,60,60,0,83.35,0.0,5001.12,High,71
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Sugar,Non-Perishable,77,63,14,49.79,0.0,3136.68,Medium,74
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Salt,Non-Perishable,55,35,20,24.25,0.0,848.84,Medium,43
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Bread,Perishable,10,10,0,59.13,0.0,591.32,High,16
04-01-2025,4,1,5,1,Weekend,0,STORE_001,Small,Urban,Eggs,Perishable,3,1,2,46.58,0.11,41.47,Low,6
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Milk,Perishable,21,21,0,22.85,0.0,479.84,High,28
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Curd,Perishable,6,6,0,57.72,0.0,346.32,High,11
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Paneer,Perishable,17,16,1,249.86,0.0,3997.69,High,22
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Rice,Non-Perishable,96,77,19,84.95,0.0,6540.93,Medium,89
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Toor Dal,Non-Perishable,55,47,8,117.73,0.0,5533.36,Medium,56
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Wheat Flour,Non-Perishable,82,67,15,44.75,0.0,2998.55,Medium,78
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Cooking Oil,Non-Perishable,70,70,0,195.58,0.0,13690.5,High,82
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Biscuits,Non-Perishable,91,71,20,28.57,0.0,2028.35,Medium,83
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Snacks,Non-Perishable,64,64,0,66.78,0.0,4273.6,High,75
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Masala,Non-Perishable,87,87,0,119.59,0.0,10404.56,High,100
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Sugar,Non-Perishable,94,70,24,44.48,0.0,3113.34,Medium,82
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Salt,Non-Perishable,144,144,0,17.66,0.139,2189.38,High,163
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Bread,Perishable,15,15,0,42.25,0.0,633.8,High,21
04-01-2025,4,1,5,1,Weekend,0,STORE_002,Medium,Semi-Urban,Eggs,Perishable,13,13,0,34.4,0.0,447.25,High,19
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Milk,Perishable,23,23,0,26.52,0.0,609.99,High,30
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Curd,Perishable,47,47,0,53.17,0.0,2498.94,High,56
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Paneer,Perishable,54,48,6,232.69,0.0,11169.13,Medium,57
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Rice,Non-Perishable,144,144,0,55.15,0.0,7942.29,High,163
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Toor Dal,Non-Perishable,241,241,0,114.35,0.0,27558.81,High,270
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Wheat Flour,Non-Perishable,106,103,3,35.8,0.0,3687.37,High,118
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Cooking Oil,Non-Perishable,126,115,11,194.56,0.144,19158.91,High,131
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Biscuits,Non-Perishable,137,111,26,6.68,0.0,741.9,Medium,127
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Snacks,Non-Perishable,175,169,6,21.33,0.0,3604.33,High,190
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Masala,Non-Perishable,134,120,14,61.89,0.0,7426.82,Medium,137
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Sugar,Non-Perishable,146,146,0,41.65,0.0,6080.55,High,165
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Salt,Non-Perishable,150,150,0,19.32,0.0,2898.5,High,170
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Bread,Perishable,33,30,3,36.39,0.115,966.06,High,38
04-01-2025,4,1,5,1,Weekend,0,STORE_003,Supermarket,Rural,Eggs,Perishable,46,46,0,33.71,0.0,1550.68,High,55
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Milk,Perishable,11,11,0,22.42,0.0,246.65,High,17
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Curd,Perishable,5,4,1,42.5,0.0,170.01,Medium,9
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Paneer,Perishable,3,2,1,235.83,0.0,471.66,Medium,7
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Rice,Non-Perishable,37,35,2,69.2,0.0,2421.91,High,43
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,51,50,1,149.33,0.1,6720.82,High,60
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,23,17,6,31.53,0.0,536.0,Medium,23
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,42,30,12,165.4,0.0,4962.1,Medium,38
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,30,29,1,20.91,0.0,606.41,High,36
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Snacks,Non-Perishable,42,34,8,62.85,0.0,2136.74,Medium,42
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Masala,Non-Perishable,43,39,4,83.81,0.0,3268.49,High,47
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Sugar,Non-Perishable,44,44,0,44.94,0.0,1977.45,High,53
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Salt,Non-Perishable,47,40,7,16.82,0.0,672.85,Medium,49
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Bread,Perishable,6,6,0,59.24,0.0,355.46,High,11
05-01-2025,5,1,6,1,Weekend,0,STORE_001,Small,Urban,Eggs,Perishable,12,9,3,35.15,0.0,316.38,Medium,14
05-01-2025,5,1,6,1,Weekend,0,STORE_002,Medium,Semi-Urban,Milk,Perishable,15,13,2,34.84,0.137,391.0,Medium,19
05-01-2025,5,1,6,1,Weekend,0,STORE_002,Medium,Semi-Urban,Curd,Perishable,11,11,0,57.47,0.0,632.15,High,17
05-01-2025,5,1,6,1,Weekend,0,STORE_002,Medium,Semi-Urban,Paneer,Perishable,14,14,0,189.21,0.0,2648.94,High,20
05-01-2025,5,1,6,1,Weekend,0,STORE_002,Medium,Semi-Urban,Rice,Non-Perishable,68,68,0,57.24,0.0,3892.26,High,79
05-01-2025,5,1,6,1,Weekend,0,STORE_002,Medium,Semi-Urban,Toor Dal,Non-Perishable,97,47,50,129.65,0.0,6093.43,Low,56
